"FNO","NAME","TYPE","PHONE","ADDRESS","SCORE","THEME","POSTER","IMAGES","TIME","PARKING","CONTENT","HIT","PRICE","JJIMCOUNT","REPLYCOUNT","LIKECOUNT","RDAYS"
1111,"강릉사천한과","한식-기타","(033) 647-5832","강원 강릉시 사천면 노동리 432-2",4,"어른과 함께라면 , 아이와 함께라면 , 전통 한국 음식(for 외국인) , 주차공간 , 포장 가능 , 웰빙/건강식 , 기타 달콤한 음식","/restaurant/restimg/007/zzmenuimg/h2015676_z.jpg","/restaurant/restimg/007/menuimg/h2015676.jpg,/restaurant/restimg/007/menuimg/h20156714.jpg,/restaurant/restimg/007/menuimg/h20156721.jpg,/restaurant/restimg/007/menuimg/h2015671.jpg,/restaurant/restimg/007/menuimg/h2015672.jpg,/restaurant/restimg/007/menuimg/h2015673.jpg,/restaurant/restimg/007/h201567a.jpg","09:00 ~ 20:30","10대, 주차방법: 무료, 주차장소: 업소앞","전통과 역사가 살아 숨쉬는 ‘강릉사천한과’. 우리의 전통음식문화는 정성의 문화였습니다. 입맛이 점점 서구화되어 가는 요즘 전통적인 재료와 정성이 담긴 한과의 맛은 더욱 소중하게 여겨집니다. 사천한과는 어느덧 80여년 째 그 맛을 계승하고 더욱 발전시키기 위해 노력하고 있습니다. 우리나라 음식문화의 진정한 전통과 맛을 이어가야 한다는 생각, 이것이 바로 우리사천한과의 마음입니다. 사천면 노동중리 한과마을은 우리나라의 전통적인 한과를 만드는 마을로 널리 알려져 있는 곳입니다. 황병산의 기상이 동해의 맑은 바닷물로 흘러드는 곳, 그곳에 오랜 역사와 전통을 자랑하는 ‘강릉사천한과가’있습니다. 저희 ‘강릉사천한과’는 꿈을 담아 여러분에게 고향의 인심과 정이 가득 들어있는 한과를 선보이겠습니다. 감사합니다.",0,"5,000 ~ 10,000원",0,0,0,13671011121516181920222426273031
1189,"신라의달밤 강남논현점","카페/주점-주점","(02) 546-5558","서울 강남구 논현동 166 스타파크빌딩 3층",4.1,"어른과 함께라면 , 술 마시는 친구와 함께 , 일상데이트 , 비오는날 , 더운날 , 포장 가능 , 맥주 , 소주 , 동동주/막걸리","/restaurant/restimg/003/zzmenuimg/d10306368_z.jpg","/restaurant/restimg/003/menuimg/d10306368.jpg,/restaurant/restimg/003/menuimg/d10306312.jpg,/restaurant/restimg/003/menuimg/d10306314.jpg,/restaurant/restimg/003/menuimg/d1030631.jpg,/restaurant/restimg/003/menuimg/d1030632.jpg,/restaurant/restimg/003/menuimg/d1030633.jpg,/restaurant/restimg/003/d103063a.jpg","18:00 ~ 08:00","주차가능, 주차방법: 유료, 주차장소: 타워","개성 넘치는 분위기의 주점 ‘신라의달밤’을 소개한다. 마치 영화 세트장에 온 듯 화려하고 복고적인 분위기가 매력인 이곳은 구석구석 재미난 볼거리가 많다. 푸짐하고 다양한 메뉴가 준비되어 있어 안주를 고르는 것도 꽤나 고민이 되는 곳. 특이하게 이곳은 주류를 시키면 얼음이 담긴 빨간 플라스틱 안에 캔 음료와 함께 준다. 이런 재미있는 요소들이 많아서 그런지 여성들끼리 온 테이블이 많다. 친구들과 즐겁게 한잔하기에 딱 좋은 유쾌한 분위기이다.",0,"10,000 ~ 20,000원",0,0,0,13671213151618192124262728293031
1190,"백's비어 논현본점","카페/주점-주점","(02) 514-2231","서울 강남구 논현동 164-12 유창빌딩 3층",3.9,"어른과 함께라면 , 술 마시는 친구와 함께 , 일상데이트 , 송년/신년회 , 더운날 , 포장 가능 , 맥주 , 소주 , 치맥(치킨&맥주)","/restaurant/restimg/002/zzmenuimg/d10362215_z.jpg","/restaurant/restimg/002/menuimg/d10362215.jpg,/restaurant/restimg/002/menuimg/d1036225.jpg,/restaurant/restimg/002/menuimg/d1036229.jpg,/restaurant/restimg/002/menuimg/d10362218.jpg,/restaurant/restimg/002/menuimg/d10362239.jpg,/restaurant/restimg/002/menuimg/d10362240.jpg,/restaurant/restimg/002/menuimg/d10362241.jpg,/restaurant/restimg/002/d103622a.jpg","18:00 ~ 06:00 Last Order 04:00","주차안됨","신논현역 근처에서 맛있는 맥주와 안주들을 맛볼수있는 ""백's 비어""를 소개한다. 밝고 깔끔한 내부 인테리어로, 편안한 분위기에서 맥주와 안주들을 먹을수 있는 ""백's 비어"" 이 곳의 대표 메뉴는 여러종류의 맥주들과 안주들로, 특히 고추마늘치킨의 맛이 매우 일품이다. 그밖에 여러가지 맛잇는 안주들까지 많이 준비되어 있어 인기가 좋다. 신논현역 근처, 편안한 분위기의 맥주들과 안주들을 찾고 있다면, ""백's 비어""에 방문해보는 것은 어떨까.",0,"10,000 ~ 20,000원",0,0,0,13461314171820232931
1191,"곱창이야기","한식-곱창/양구이","(02) 516-5173","서울 강남구 논현동 165-17",3.8,"어른과 함께라면 , 술 마시는 친구와 함께 , 일상데이트 , 비오는날 , 더운날 , 곱창/대창 , 맥주 , 소주 , 몸보신","/restaurant/restimg/001/zzmenuimg/h1204419_z.jpg","/restaurant/restimg/001/menuimg/h1204419.jpg,/restaurant/restimg/001/menuimg/h12044118.jpg,/restaurant/restimg/001/menuimg/h12044130.jpg,/restaurant/restimg/001/menuimg/h12044127.jpg,/restaurant/restimg/001/menuimg/h12044128.jpg,/restaurant/restimg/001/menuimg/h12044129.jpg,/restaurant/restimg/001/h120441a.jpg","12:00 ~ 09:00","3대, 주차방법: 무료, 주차장소: 업소앞","논현동에 위치한 곱창 전문점 ‘곱창이야기’를 소개한다. 100% 국내산 한우를 사용하는 이곳은 곱창, 대창, 막창등을 맛볼 수 있는 곱창맛집이다. 이곳은 곱창을 한번 초벌 구이 하여 맛과 향을 더욱 높이는 것이 특징이다. 준비된 양파절임과 부추무침을 곁들여 특제소스에 찍어 먹으면 곱창 맛이 한층 더 업그레이드 된다. 곱창을 다 먹은 후 곱창기름에 볶아먹는 볶음밥까지~ 든든한 곱창구이에 소주 한잔 싶은 사람은 이곳을 방문해보자.",0,"10,000 ~ 20,000원",0,0,0,5678911121522232526272931
1192,"양자강","중식-일반","(02) 595-2874","서울 서초구 잠원동 58-24 뉴타운 지하1층",4.3,"가족외식 , 어른과 함께라면 , 아이와 함께라면 , 술 마시는 친구와 함께 , 점심식사 , 북경오리 , 중식 코스 , 고급 중식 , 중식 면요리 , 블랙데이","/restaurant/restimg/002/zzmenuimg/c10292272_z.jpg","/restaurant/restimg/002/menuimg/c10292272.jpg,/restaurant/restimg/002/menuimg/c10292283.jpg,/restaurant/restimg/002/menuimg/c102922170.jpg,/restaurant/restimg/002/menuimg/c1029221.jpg,/restaurant/restimg/002/menuimg/c1029222.jpg,/restaurant/restimg/002/menuimg/c1029223.jpg,/restaurant/restimg/002/c102922a.jpg","11:30 ~ 21:30","주차가능, 주차방법: 시간제무료, 주차장소: 전용/2시간","고객을 최우선으로 하는 중국 전통 음식점으로 30년의 긴 역사를 간직하고 있는 양자강을 소개한다. 식사와 함께 딤섬도 같이 즐길 수 있으며, 여러 가지 딤섬을 맛볼 수 있는 딤섬 세트와, 찹쌀탕수육은 이곳의 인기 있는 메뉴이다. 넓고 깨끗한 내부와 룸도 준비되어 있어서, 가족, 친구, 회사 모임 장소로도 제격이다. 홍합이 엄청 많이 들어가 있는 홍합짬뽕은 시원한 국물과 양, 그리고 면발에 손님들의 발길이 끊이지 않는다.",0,"10,000 ~ 20,000원",0,0,0,1236111218192021232527282931
1193,"벌교원조꼬막식당","한식-해물요리","(061) 857-7675","전남 보성군 벌교읍 벌교리 632-6",2,"가족외식 , 어른과 함께라면 , 술 마시는 친구와 함께 , 점심식사 , 주차공간 , 보성 벌교꼬막축제 , 보성 차밭 빛축제 , 보성 다향대축제","/restaurant/restimg/003/zzmenuimg/h5025534_z.jpg","/restaurant/restimg/003/menuimg/h5025534.jpg,/restaurant/restimg/003/menuimg/h50255317.jpg,/restaurant/restimg/003/menuimg/h50255318.jpg,/restaurant/restimg/003/menuimg/h5025531.jpg,/restaurant/restimg/003/menuimg/h5025532.jpg,/restaurant/restimg/003/menuimg/h5025533.jpg,/restaurant/restimg/003/h502553a.jpg","09:00 ~ 21:00","100대, 주차방법: 무료, 주차장소: 업소앞","벌교 원조꼬막식당은 2010년 '한국관광의 별 베스트10' 중 외식부문으로 선정된 벌교 꼬막 맛집이다. 원조꼬막식당은 벌교 참꼬막을 이용해 다양하고 푸짐한 지역 향토식단을 개발, 꾸준히 영업을 하면서 꼬막정식, 꼬막전 등으로 외지인들이 끊임없이 벌교를 찾게 만든 것으로 인정받았다. 2001년부터 영업을 시작한 원조꼬막회관은 오픈 이후로 꾸준한 맛과 정직한 가격으로 계속해서 인기몰이를 하는 중이다. 매스컴도 인정한 맛집! 벌교원조꼬막식당을 추천한다.",0,"10,000 ~ 20,000원",0,0,0,156710111214151620212227282930
1277,"황남맷돌순두부","한식","(054) 771-7171","경북 경주시 황남동 155",2.4,"가족외식 , 어른과 함께라면 , 술 마시는 친구와 함께 , 술 못마시는 친구와 함께 , 일상데이트 , 더운날 , 주차공간 , 맥주 , 국물요리","/restaurant/restimg/006/zzmenuimg/h7024963_z.jpg","/restaurant/restimg/006/menuimg/h7024963.jpg,/restaurant/restimg/006/menuimg/h7024965.jpg,/restaurant/restimg/006/menuimg/h70249618.jpg,/restaurant/restimg/006/menuimg/h70249619.jpg,/restaurant/restimg/006/menuimg/h7024961.jpg,/restaurant/restimg/006/menuimg/h7024962.jpg,/restaurant/restimg/006/h702496a.jpg","09:00 ~ 22:00","5대, 주차방법: 무료, 주차장소: 업소앞","옛스러운 목조 한옥을 개조해 쓰고 있어서 단아한 분위기에서 식사를 즐길 수 있는 두부요리 전문점입니다. 국산콩을 직접 같이 두부를 만들어 재료로 쓰고 있는데요. 바지락, 새우가 들어간 해물순두부전골이 인기입니다. 네모지게 썰어 부친두부, 두부와 고기를 반죽해 만든 완자, 두부 안에 다진 고기를 넣은 두부만두가 나오는 모듬전도 많이 찾는다고 합니다.",0,"10,000 ~ 20,000원",0,0,0,1236791011121317192122232930
1278,"트레프(TreFF)","카페/주점","(02) 3785-2446","서울 용산구 이태원동 293-10",4.1,"술 마시는 친구와 함께 , 소개팅 , 일상데이트 , 특별한 날엔 , 더운날 , 야외테라스 , 맥주 , 와인 , 양주 , 칵테일 , 케이크 , 치맥(치킨&맥주)","/restaurant/restimg/007/zzmenuimg/d10349750_z.jpg","/restaurant/restimg/007/menuimg/d10349750.jpg,/restaurant/restimg/007/menuimg/d10349751.jpg,/restaurant/restimg/007/menuimg/d10349792.jpg,/restaurant/restimg/007/menuimg/d10349793.jpg,/restaurant/restimg/007/menuimg/d10349794.jpg,/restaurant/restimg/007/menuimg/d10349795.jpg,/restaurant/restimg/007/d103497a.jpg","12:00 ~ 03:00","주차안됨","테라스 카페 ‘트레프’ 이태원 경리단길에 위치한 이 곳은 낮엔 카페, 밤엔 펍으로 바뀌는 핫플레이스이다. 분위기는 빈티지하면서 운치있는 분위기로 곳곳이 배치된 사진과 인테리어로 시선을 끈다. 메뉴는 다양한 커피류, 맥주류, 칵테일과 와인과 간단한 안주까지 있으니 한 방에 다 해결할 수 있는 곳이다. 이태원에서 분위기 좋은 카페&펍을 찾는다면 ‘트레프’를 추천해주고 싶다.",0,"10,000 ~ 20,000원",0,0,0,136891320212429
1279,"신춘후라이","분식","(02) 455-4762","서울 광진구 자양동 681-38",0,"아이와 함께라면 , 술 못마시는 친구와 함께 , 점심식사 , 포장 가능 , 맥주 , 가성비 좋은 맛집 , 떡볶이 , 기타 분식","/restaurant/restimg/003/zzmenuimg/b1022234_z.jpg","/restaurant/restimg/003/menuimg/b1022234.jpg,/restaurant/restimg/003/menuimg/b10222310.jpg,/restaurant/restimg/003/menuimg/b10222312.jpg,/restaurant/restimg/003/menuimg/b1022231.jpg,/restaurant/restimg/003/menuimg/b1022232.jpg,/restaurant/restimg/003/menuimg/b1022233.jpg,/restaurant/restimg/003/b102223a.jpg","16:00 ~ 23:00","1대, 주차방법: 무료, 주차장소: 업소앞","신춘후라이는 어른들을 위한 분식점이다. 술과 함께 즐기는 떡볶이와 수제튀김이 주메뉴이고, 안주가격이 아닌 일반적인 분식점 가격을 받으며 술을 판다는점이 특징이다. 주문과 동시에 바로 튀김옷을 입혀 튀겨 두번 튀긴 튀김보다 덜 느끼하다. 떡볶이는 쌀떡볶이로써 곤약과 어묵이 들어간다. 떡의 질감은 쫄깃거리는 맛이 좋으며 약간 매콤하면서 추억의 맛이 난다. 튀김종류도 다양해서 골라먹을 수 있으며 가격이 비싼편이 아니라 부담없이 즐기기 괜찮다.",0,"",0,0,0,23713141723262830
1280,"메밀꽃","한식-갈비","(041) 576-3131","충남 천안시 서북구 쌍용동 1545",4.4,"가족외식 , 어른과 함께라면 , 전통 한국 음식(for 외국인) , 일상데이트 , 점심식사 , 주차공간 , 포장 가능 , 가성비 좋은 맛집 , 냉면 , 한식 면요리","/restaurant/restimg/008/zzmenuimg/h3024788_z.jpg","/restaurant/restimg/008/menuimg/h3024788.jpg,/restaurant/restimg/008/menuimg/h3024789.jpg,/restaurant/restimg/008/menuimg/h30247812.jpg,/restaurant/restimg/008/menuimg/h3024781.jpg,/restaurant/restimg/008/menuimg/h3024782.jpg,/restaurant/restimg/008/menuimg/h3024783.jpg,/restaurant/restimg/008/h302478a.jpg","11:00 ~ 21:30","20대, 주차방법: 무료, 주차장소: 임대","석갈비정식 & 메밀요리 맛집 “메밀꽃”을 소개한다. 천안시 나눔실천 모범업소로 선정되기도 한 메밀꽃은 메뉴가 다양해 여러가지 요리를 맛볼 수 있다. 메밀꽃의 인기메뉴인 석갈비 정식은 석갈비와 소시지, 감자 등이 들어가있어 저렴한 가격에 배불리 먹을 수 있다. 메밀막국수는 달콤한 양념과 잘 어우러져 부드럽고 맛있는 식감을 자랑한다. 건물 내에 지하주차장이 마련되어 있어 편하게 주차할 수 있다.",0,"5,000 ~ 10,000원",0,0,0,23456711131415161820212627282930
1281,"소년상회","양식-이탈리아음식","(02) 3437-5669","서울 광진구 자양3동 783-1",3.8,"술 마시는 친구와 함께 , 소개팅 , 일상데이트 , 맥주 , 소주 , 양식 면요리 , Italian , 테이스티로드 , TV 스타셰프 , 올리브쇼 , 맛집TOP100 Rated 2015","/restaurant/restimg/005/zzmenuimg/r1069955_z.jpg","/restaurant/restimg/005/menuimg/r1069955.jpg,/restaurant/restimg/005/menuimg/r10699510.jpg,/restaurant/restimg/005/menuimg/r10699512.jpg,/restaurant/restimg/005/menuimg/r1069951.jpg,/restaurant/restimg/005/menuimg/r1069952.jpg,/restaurant/restimg/005/menuimg/r1069953.jpg,/restaurant/restimg/005/r106995a.jpg","18:00 ~ 01:30 Last Order 12:30","주차안됨","스타셰프 맛집 : 채낙영 쉐프 (올리브쇼) 귀여운 인테리어에 이색적인 맛으로 승부하는 파스타 파는 술집 소년상회를 소개한다. 건대 심야식당으로 이탈리안 음식을 기본으로 한 이국적인 메뉴들에 제철 재료와 한식 조리법을 접목한 재미난 요리들을 선보이는 곳이다. 두 달에 한 번씩은 새로운 메뉴를 선보이는데, 제철 재료를 한눈에 볼 수 있다.",0,"10,000 ~ 20,000원",0,0,0,1468911141516171819202224293031
1282,"작은식당835","한식-갈비","(070) 8881-9326","강원 강릉시 성산면 산북리 834-3",4.5,"아이와 함께라면 , 일상데이트 , 점심식사 , 전망 좋은 곳 , 드라이브 , 주차공간 , 포장 가능 , 돼지갈비 , 매운음식 , 밥","/restaurant/restimg/006/zzmenuimg/h2015966_z.jpg","/restaurant/restimg/006/menuimg/h2015966.jpg,/restaurant/restimg/006/menuimg/h2015969.jpg,/restaurant/restimg/006/menuimg/h2015964.jpg,/restaurant/restimg/006/menuimg/h2015965.jpg,/restaurant/restimg/006/menuimg/h2015961.jpg,/restaurant/restimg/006/menuimg/h2015962.jpg,/restaurant/restimg/006/h201596a.jpg","11:00 ~ 21:00 Break time 15:00~17:00","10대, 주차방법: 무료, 주차장소: 업소앞","분위기 좋은 돼지갈비찜 맛집 ‘작은식당835’ 깔끔하고 독특한 외관의 ‘작은식당835’는 외관처럼 아기자기하고 깔끔한 내부를 자랑한다. 메뉴는 매운 갈비와 치즈 매운 갈비뿐이다. 매운 갈비는 매콤하고 부들부들한 식감으로 인기가 많다. 치즈 매운 갈비는 치즈를 좋아한다면 꼭 추천하는 메뉴이다. 소박하고 정갈한 돼지갈비찜을 원한다면 강릉에 위치한 ‘작은식당835’에 방문해 보는 것은 어떨까.",0,"5,000 ~ 10,000원",0,0,0,235789111213141522263031
1029,"굴나라","한식-해물요리","(033) 631-8955","강원 속초시 교동 970-10",3.9,"가족외식 , 어른과 함께라면 , 술 마시는 친구와 함께 , 술 못마시는 친구와 함께 , 외국 현지 음식(for 외국인) , 특별한 날엔 , 주차공간 , 굴 , 맥주 , 소주 , 몸보신","/restaurant/restimg/009/zzmenuimg/h2015193_z.jpg","/restaurant/restimg/009/menuimg/h2015193.jpg,/restaurant/restimg/009/menuimg/h20151918.jpg,/restaurant/restimg/009/menuimg/h20151919.jpg,/restaurant/restimg/009/menuimg/h20151920.jpg,/restaurant/restimg/009/menuimg/h20151921.jpg,/restaurant/restimg/009/menuimg/h20151922.jpg,/restaurant/restimg/009/h201519a.jpg","11:00 ~ 22:00","5대, 주차방법: 무료, 주차장소: 업소앞","속초 굴 요리 전문점 ‘굴나라’. 속초에 위치한 ‘굴나라’는 그리 크지 않은 규모지만 항상 사람들이 북적이는 굴 요리 맛집이다. 보쌈, 국밥 등 싱싱한 굴을 푸짐하게 맛볼 수 있는 요리를 제공하고 있다. 특히, 굴 보쌈은 고기, 김치와 함께 먹으면 색다른 맛을 느낄 수 있는데 주문은 오후 1시부터 가능하기 때문에 유의하는 것을 추천한다. 맛있는 굴 요리를 맛보고 싶다면 ‘굴나라’에 방문해보자.",0,"20,000 ~ 30,000원",0,0,0,34910111213151823242829
1030,"강스커피","카페/주점-카페","(033) 947-0650","강원 속초시 교동 964-9",4.1,"아이와 함께라면 , 술 못마시는 친구와 함께 , 소개팅 , 일상데이트 , 더운날 , 브런치 , 포장 가능 , 아이스크림 , 베이커리","/restaurant/restimg/005/zzmenuimg/d2003651_z.jpg","/restaurant/restimg/005/menuimg/d2003651.jpg,/restaurant/restimg/005/menuimg/d2003652.jpg,/restaurant/restimg/005/menuimg/d2003653.jpg,/restaurant/restimg/005/menuimg/d20036530.jpg,/restaurant/restimg/005/menuimg/d20036539.jpg,/restaurant/restimg/005/menuimg/d20036541.jpg,/restaurant/restimg/005/d200365a.jpg","11:00 ~ 24:00","주차안됨","먹거리단지에 위치한 강스커피 다락방, 단체석 등 다양한 공간이 준비되어 있어 편안하게 여유를 즐기며 휴식을 취할 수 있는 곳이다. 커피 뿐만 아니라 여러 디저트도 함께 맛 볼 수 있다.",0,"5,000원미만",0,0,0,1891012151721242627283031
1031,"선가보쌈(宣家)","한식-족발/보쌈","(031) 213-0202","경기 수원시 영통구 매탄동 834-16",0,"가족외식 , 어른과 함께라면 , 술 마시는 친구와 함께 , 전통 한국 음식(for 외국인) , 특별한 날엔 , 송년/신년회 , 주차공간 , 배달 가능 , 포장 가능 , 삼겹살 , 보쌈 , 족발 , 맥주 , 소주 , 동동주/막걸리 , 국물요리","/restaurant/restimg/005/zzmenuimg/h49376511_z.jpg","/restaurant/restimg/005/menuimg/h49376511.jpg,/restaurant/restimg/005/menuimg/h49376519.jpg,/restaurant/restimg/005/menuimg/h49376520.jpg,/restaurant/restimg/005/menuimg/h4937651.jpg,/restaurant/restimg/005/menuimg/h4937652.jpg,/restaurant/restimg/005/menuimg/h4937653.jpg,/restaurant/restimg/005/h493765a.jpg","10:00 ~ 22:00","주차안됨","30년 동안 한자리에서 감자탕과 보쌈, 족발을 전문으로 운영하여 많은 단골들이 찾는 매탄동 대표맛집 선가보쌈(宣家)을 소개한다. 특급호텔 출신의 주방장이 어머니에 이어 2대째 운영하는 곳으로 국내산 생족과 돼지등뼈를 오랜 노하우와 차별화된 방법으로 매일 삶고 있다. 선가보쌈은 16가지 한약재와 함께 저온 장시간 삶아 양념의 맛이 깊고 느끼하지 않으며 질감이 연한 것이 특징이다. 국내산 생족을 사용한 족발은 약재와 함께 초벌로 삶아 잡내와 핏기를 제거하였고 한약재와 과일을 넣어 고기가 부드럽고 연하다. 또한, 국물 맛이 일품인 감자탕은 수입산 뼈 해장국과는 다르게 살이 탱탱하며 질기지 않다. 신문, 잡지, TV에 여러차례 소개되었고 수원 전국요리대회 은상 수상, 수원시 친환경 웰빙음식 '에코밥상' 선정 등 화려한 이력을 보유하고 있다. 단체회식과 가족모임이 가능한 넓은 실내와 좌석을 보유하고 있으며, 포장과 배달도 가능한 선가보쌈의 방문을 추천한다.",0,"20,000 ~ 30,000원",0,0,0,2479111213142021232426293031
1032,"자우가인","한식","(031) 216-9289","경기 수원시 영통구 매탄동 1265-3",4.3,"가족외식 , 어른과 함께라면 , 아이와 함께라면 , 특별한 날엔 , 점심식사 , 비오는날 , 드라이브 , 구이 , 한우전문점 , 몸보신 , 고기 보양식","/restaurant/restimg/001/zzmenuimg/h4929913_z.jpg","/restaurant/restimg/001/menuimg/h4929913.jpg,/restaurant/restimg/001/menuimg/h49299114.jpg,/restaurant/restimg/001/menuimg/h49299112.jpg,/restaurant/restimg/001/menuimg/h49299113.jpg,/restaurant/restimg/001/menuimg/h4929917.jpg,/restaurant/restimg/001/menuimg/h4929911.jpg,/restaurant/restimg/001/h492991a.jpg","11:00 ~ 02:00","주차안됨","등급 1++이상인 초정암소 한우고기를 사용하는 곳이다. 고기 마블링이 좋으며, 육즙이 풍부하다. 고기는 부드러우며, 양도 푸짐하다. 고기를 주문하면, 같이 나오는 된장은 꽃게가 들어가, 국물이 개운하다.",0,"10,000 ~ 20,000원",0,0,0,1245131516171923252829
1033,"도이창커피농장","카페/주점-카페","(070) 7622-4332","경기 수원시 팔달구 신풍동 102-2",4.5,"어른과 함께라면 , 술 못마시는 친구와 함께 , 소개팅 , 일상데이트 , 특별한 날엔 , 비오는날 , 주차공간 , 포장 가능 , 로스팅&핸드드립 카페 , 발렌타인&화이트데이","/restaurant/restimg/001/zzmenuimg/d4023817_z.jpg","/restaurant/restimg/001/menuimg/d4023817.jpg,/restaurant/restimg/001/menuimg/d4023818.jpg,/restaurant/restimg/001/menuimg/d4023819.jpg,/restaurant/restimg/001/menuimg/d4023811.jpg,/restaurant/restimg/001/menuimg/d4023812.jpg,/restaurant/restimg/001/menuimg/d4023813.jpg,/restaurant/restimg/001/menuimg/d4023814.jpg,/restaurant/restimg/001/d402381a.jpg","11:00 ~ 21:00","주차가능/평일: 맞은편 교회 주차장 주차가능","태국 도이창커피농장에서 생산되는 커피를 수입, 판매하는 농장 한국 사무소 도이창커피농장(DOICHANG COFFEE FARM)을 소개한다. 태국 북부 치앙라이주 해발 1,600m, 높이의 청정지역 도이창에는 10개 이상의 생두가공농장이 있고 각 농장마다 생산량과 퀄리티가 다르며 자체 브랜드 를 가지고 있다. 태국 도이창커피농장은 10년지기 현지 친구가족 3대가 함께 운영하는 곳으로 매년 수확시기가 되면 AAA 도이창커피농장 가족들과 생활하며 농부의 마 음으로 직접 수확하고 더 좋은 품질 향상을 위해 함께 연구하고 노력하고 있다. 중간유통 없이 농장에서 직수입된 도이창커피를 항상 신선하고 합리적인 가격으로 제공하는 수원 팔달구 도이창커피농장의 방문을 적극 추천한다.",0,"5,000원미만",0,0,0,247891012131618192021222326272831
1112,"종로설렁탕","한식-일반한식","(02) 2271-3820","서울 종로구 종로3가 107-1",3,"어른과 함께라면 , 술 마시는 친구와 함께 , 점심식사 , 비오는날 , 포장 가능 , 소주 , 국물요리 , 밥 , 몸보신 , 생생정보통 , 서울 빛초롱축제 , 서울 연등축제","/restaurant/restimg/006/zzmenuimg/h1198464_z.jpg","/restaurant/restimg/006/menuimg/h1198464.jpg,/restaurant/restimg/006/menuimg/h1198465.jpg,/restaurant/restimg/006/menuimg/h11984617.jpg,/restaurant/restimg/006/menuimg/h1198461.jpg,/restaurant/restimg/006/menuimg/h1198462.jpg,/restaurant/restimg/006/menuimg/h1198463.jpg,/restaurant/restimg/006/h119846a.jpg","00:00 ~ 24:00","주차안됨","종로설렁탕은 TV맛집 프로그램에서도 인정 받은 20여년 전통의 설렁탕 전문점이다. 가격대비 최고의 맛과 양을 자랑하는 설렁탕을 한번 맛 본 손님들의 반응은 뜨겁다. 말로 설명하기 힘든 깊은 맛을 내는 뽀얀국물, 특히 김치와 함께 먹는 설렁탕 한 그릇은 어린 시절 할머니가 끓여주신 그 맛 그대로다. 각종 버섯과 야채가 듬뿍 들어간 모듬수육전골, 꼬리수육전골도 이 집의 인기 메뉴다. 지치고 힘든날에는 종로설렁탕에서 잠깐만이라도 향수에 젖어보자.",0,"10,000 ~ 20,000원",0,0,0,145671317181921242530
1113,"내사랑동까스","양식-경양식","(031) 945-4800","경기 파주시 야당동 469-125",3.1,"가족외식 , 술 못마시는 친구와 함께 , 소개팅 , 일상데이트 , 점심식사 , 드라이브 , 곱창/막창 , 돈까스 , 파주 장단콩축제 , 벽초지수목원 빛축제 , 파주 송어축제","/restaurant/restimg/007/zzmenuimg/r4026575_z.jpg","/restaurant/restimg/007/menuimg/r4026575.jpg,/restaurant/restimg/007/menuimg/r40265719.jpg,/restaurant/restimg/007/menuimg/r40265729.jpg,/restaurant/restimg/007/menuimg/r40265721.jpg,/restaurant/restimg/007/menuimg/r40265720.jpg,/restaurant/restimg/007/menuimg/r4026571.jpg,/restaurant/restimg/007/r402657a.jpg","11:00 ~ 21:30","10대, 주차방법: 무료, 주차장소: 업소앞","내사랑동까스는 경기도 파주에 위치하고 있는 돈가스 전문점이다. 허브와 나무, 아기자기한 소품으로 꾸며놓은 곳이다. 샐러드, 우동, 스파게티, 돈가스, 피자, 쌀국수, 알밥 등 다양한 요리를 맛볼 수 있으며, 대표메뉴는 고구마치즈, 왕돈가스 등의 돈가스 요리이다. 여러가지 요리를 함께 맛볼 수 있는 세트메뉴가 인기있다고 한다.",0,"5,000 ~ 10,000원",0,0,0,1591012141516202729
1114,"구름물고기","카페/주점-카페","(064) 799-5508","제주 제주시 애월읍 하가리 1044-1",4,"아이와 함께라면 , 술 못마시는 친구와 함께 , 일상데이트 , 포장 가능 , 홍차 카페 , 아이스크림 , 베이커리 , 케이크 , 제주올레 걷기축제 , 제주 새별오름 , 제주 튤립축제 , 제주 들불축제","/restaurant/restimg/000/zzmenuimg/d60072011_z.jpg","/restaurant/restimg/000/menuimg/d60072011.jpg,/restaurant/restimg/000/menuimg/d60072021.jpg,/restaurant/restimg/000/menuimg/d60072022.jpg,/restaurant/restimg/000/menuimg/d6007201.jpg,/restaurant/restimg/000/menuimg/d6007202.jpg,/restaurant/restimg/000/menuimg/d6007203.jpg,/restaurant/restimg/000/d600720a.jpg","12:00 ~ 17:30","4대, 주차방법: 무료, 주차장소: 전용","한적하고 따뜻한 카페 ‘구름물고기’. 제주도 애월읍에 위치한 ‘구름물고기’는 원목 인테리어와 여러 가지 소품들로 따뜻한 느낌을 주는 곳이다. 한적한 곳에 위치하고 있어 조용하고 여유로운 분위기를 느낄 수 있는 카페. 이 곳은 홍차 전문점으로 다양한 티를 시향 해보고 주문할 수 있으며, 당근케이크, 쑥케이크 등 직접 만든 디저트 또한 맛볼 수 있다. 분위기 좋은 카페를 찾고 있다면 제주도 ‘구름물고기’에 방문해보는 것은 어떨까.",0,"5,000 ~ 10,000원",0,0,0,125678101314161718192022252629
